OBJECTID,GEOID10,Sum_ViolentCrime,Sum_PropertyCrime,Shape__Area,Shape__Length
18,260992642003004,1,1,2279877.40380859,6035.11323852148
19,260992636004001,0,0,149705.603515625,1588.27578955508
20,260992636004010,0,1,362699.125976563,2554.72123295971
21,260992684001020,0,1,905715.669433594,12311.6050849068
22,260999822001014,0,0,10083197.7758789,14487.5754694366
23,260992636004017,1,0,148892.834472656,1595.22962339503
24,260992637004012,0,0,1380339.43212891,6603.28510209365
25,260992637004014,0,0,275816.695800781,2480.86393424769
26,260992637001010,0,0,277660.915527344,2494.19388873849
27,260992588004015,0,3,821357.848144531,3880.68794556234
28,260992640001002,1,4,2823311.6796875,7344.45313463859
29,260992636004018,0,2,156317.022460938,1669.70395408841
30,260999822001024,1,2,35217.119140625,833.413698848761
31,260992683002013,1,1,922749.252441406,4869.56566046541
32,260992683003008,0,0,2387013.35693359,6524.12420112991
33,260992640002021,2,8,264149.338378906,2140.99841301101
34,260992640001001,0,0,2146536.69384766,9104.15101167352
35,260992588002010,1,3,691267.025390625,4105.25312824627
36,260992642003010,0,0,226947.541015625,2076.70547925103
37,261635078002004,0,0,739302.650390625,4666.48589365771
38,261635427001017,0,0,111739.319580078,3799.36214580424
39,261635122001011,0,0,87512.7421875,1186.34576263655
40,261635163001000,0,1,425424.056640625,3061.27296925234
41,261635164002015,0,0,311830.016845703,2369.49149410914
42,261635456001013,0,1,213484.802001953,1944.25134798186
43,261635373002003,2,0,398637.263427734,3059.71479330935
44,261635373001010,1,2,287793.332763672,2405.97095788242
45,261635373002006,3,1,146643.209716797,1674.04722407826
46,261635249002013,1,1,250814.110595703,2417.16679664634
47,261635249002017,0,0,70102.7626953125,1198.4628981981
48,261635242005001,2,0,236472.890136719,2315.93630604873
49,261635242004005,1,2,249826.011230469,2391.01992362919
50,261635240003003,0,5,279526.247314453,2467.28343459847
51,261635242002003,0,3,203530.786865234,2067.73563791863
52,261635242002004,1,2,206508.349853516,2101.47539915735
53,261635242003005,0,2,263366.306640625,2257.95105759044
54,261635242002005,1,5,318927.047607422,2758.16710608421
55,261635243003004,0,3,269947.452148438,2434.37303620196
56,261635243003003,3,3,295926.569580078,2487.27082664737
57,261635249002005,0,4,368351.916259766,3041.53606020324
58,261635243001003,1,5,521949.898193359,3940.91259563257
59,261635243001002,3,3,447152.600585938,4052.00859523641
60,261635064002014,0,0,243846.882324219,2168.02216327542
61,261635017001001,4,2,195991.553222656,1935.84742770886
62,261635204001002,2,14,315790.019287109,2274.37815035439
63,261635392005003,0,0,106981.427246094,1269.04111952546
64,261635126001011,0,2,140579.066894531,2178.57533565653
65,261635122001013,1,1,89106.9873046875,1190.04155575598
66,261635064001029,0,2,18495.8159179688,739.17625254051
67,261635249001042,0,1,168712.417236328,1681.26530982441
68,261635255002008,1,19,238143.982666016,2091.92859129421
69,261635254002011,0,1,181316.552001953,1882.61435183794
70,261635254002014,0,2,166076.207763672,1765.82461725986
71,261635254002006,1,0,225120.987548828,2043.49219322811
72,261635054003014,0,0,219793.477539063,2194.47725232017
73,261635004004013,0,0,127854.792480469,1513.91834306717
74,261635231001050,0,0,148828.355224609,1562.95997406275
75,261635231001051,0,1,236618.458496094,2036.58121196419
76,261635373004002,2,0,314105.694824219,2924.47334441582
77,261635373004006,1,1,350938.895263672,3107.50598385187
78,261635373004008,0,0,244445.282958984,2252.94947544479
79,261635015005002,2,8,228412.109375,1906.5810338728
80,261635055001036,0,2,480263.948730469,3490.25008151304
81,261635260002018,1,2,238459.320556641,2195.00853869582
82,261635258002017,0,0,102280.207275391,1284.31238257654
83,261639851001045,0,6,809543.097167969,3817.7610361361
84,261635211001018,0,8,123222.930664063,1439.39222900426
85,261635401001010,2,2,182116.461914063,1780.43774724427
86,261635142002004,1,7,389016.833007813,3313.21854917498
87,261635142001005,0,0,300030.021728516,2612.61843200866
88,261635160004001,1,0,162311.828613281,1682.32125699134
89,261635160002000,1,0,173937.180908203,1761.14999880886
90,261635160002002,0,1,169919.427246094,1766.3804134437
91,261635152002003,2,0,194050.509033203,2116.6600612228
92,261635771002008,1,0,9398.49951171875,438.829510643751
93,261635262002003,0,0,155813.887207031,1680.14917880103
94,261635265001000,0,2,223199.83203125,2122.48422441572
95,261635263002004,0,1,192637.0234375,1958.46245903996
96,261635265003001,0,4,294087.347412109,2496.24633391206
97,261635334004013,0,1,71216.4895019531,1092.06053278674
98,261635334004012,2,4,366469.790039063,3306.59415159896
99,261635168001027,1,1,171615.299560547,1754.71229386125
100,261635159002016,1,2,149653.966308594,1657.3949917582
101,261635159001032,1,1,315592.937011719,2769.14554763708
102,261635142005001,0,5,278263.854248047,2526.02402654609
103,261635159001005,0,1,365712.187011719,4257.6351727852
104,261635159001013,0,0,115236.172363281,1373.08062059577
105,261635159001012,0,0,212797.252441406,2043.16599862904
106,261635008001003,0,6,190382.418945313,1898.94323791736
107,261635008001008,1,10,179962.492675781,1866.49656256084
108,261635009001002,3,3,173011.5546875,1763.80765825372
109,261635015005009,1,0,3731.4580078125,367.911911898935
110,261635055001053,1,1,135359.641601563,1438.75536762465
111,261635015002006,0,7,185735.444335938,1906.47494313352
112,261635403004011,0,3,210993.740722656,1958.65958069494
113,261635404004005,1,1,193994.580078125,1897.65436476919
114,261635404004003,0,2,210525.317382813,1956.24498976224
115,261635402003003,1,1,183323.452148438,1869.97831709498
116,261635386005005,8,2,193434.850097656,1898.85113306909
117,261635387001015,1,2,195439.376464844,1917.64627344813
118,261635389004019,0,1,201094.072265625,1924.80179164541
119,261635390002008,0,2,394377.022460938,2678.7226284224
120,261635389002023,0,4,200442.146484375,1878.53556636534
121,261635016001002,0,1,170125.975585938,1788.21033027431
122,261635353004008,1,10,265885.747070313,2399.91230836442
123,261635163001021,0,2,152413.573486328,2233.1215244674
124,261635152002016,1,1,269200.189697266,2409.84415595789
125,261635152001006,1,0,274821.551269531,2509.55659621045
126,261635373002023,0,1,60436.8825683594,2359.31365890637
127,261635452004002,2,0,285417.608154297,2401.43068669808
128,261635386001005,0,1,201477.6328125,1924.38652588061
129,261635386001007,0,4,191448.012207031,1896.55919737136
130,261635384002006,0,3,225647.947265625,1941.59674111368
131,261635385001003,1,5,188312.836914063,1878.99398181082
132,261635385002006,0,2,189877.489257813,1890.99115768451
133,261635384003008,1,4,233853.724609375,1985.04734678819
134,261635384003003,0,4,216418.831054688,1973.67250656204
135,261635353004003,0,1,253293.240722656,2309.99230091949
136,261635353004001,2,2,254815.990722656,2322.43662007336
137,261635353003005,0,3,266185.328369141,2396.16281439857
138,261635439002030,1,0,133868.918457031,1501.23343779934
139,261635437002014,7,2,346811.326660156,2355.30401821447
140,261635439002013,0,0,335142.849609375,2877.64805718344
141,261635393001014,0,2,144738.852539063,1686.48105792916
142,261635405001018,2,12,1608322.65332031,5412.3254787394
143,261635154002010,0,1,310133.990234375,2286.03328952963
144,261635153003014,2,3,323481.470458984,2317.58619391326
145,261635164001009,0,1,99722.3742675781,1268.70981989253
146,261635153002002,0,2,334578.389892578,2934.5480100916
147,261635153002007,1,1,180209.367431641,1755.62475314749
148,261635165001047,0,1,203676.179199219,2221.58929577742
149,261635041001008,0,2,203355.044921875,1936.7101384479
150,261635313002002,0,4,231465.259277344,2054.82900178111
151,261635309002017,1,0,140314.054199219,1587.33912940824
152,261635309002018,0,1,134331.20703125,1564.42989480964
153,261635332002000,3,2,258835.319091797,2517.67721454575
154,261635334001006,0,1,137603.475341797,1555.41780691885
155,261635332002003,1,3,284507.409667969,2551.40295346115
156,261635311001000,0,1,267431.471679688,2322.65254457805
157,261635312001011,0,4,332008.113769531,2517.73129949668
158,261635312001013,1,3,361261.286132813,2587.98852713938
159,261635313001008,1,3,317490.057128906,2610.05634873538
160,261635312001000,1,2,370524.523681641,2723.64935113345
161,261635141004007,1,2,128140.045410156,1451.57338892628
162,261635139003002,2,0,220968.768554688,2004.6755784668
163,261635156001016,0,1,107997.006835938,1360.81355799827
164,261635137001030,0,3,564710.90234375,4848.12443116797
165,261639855001011,0,1,626131.072021484,6074.6363400897
166,261635123001010,1,1,226875.148925781,2052.36941641616
167,261635249002031,1,1,301969.055175781,3269.03971912055
168,261635243001000,1,2,234928.223388672,2298.29282784551
169,261635142001001,0,1,329402.919921875,2637.88568907683
170,261635143002006,2,3,695333.889404297,5252.43675329348
171,261635141002002,3,6,507492.340332031,4003.51952698655
172,261635143003021,1,1,331239.664550781,2601.69902564274
173,261635143003028,0,0,144444.0078125,1543.10695250236
174,261635141004014,0,3,123161.026611328,1405.18742994821
175,261635141004008,0,0,203414.697998047,1912.05368532645
176,261635141004010,0,0,229799.746826172,2018.85795852385
177,261635145002006,0,1,122335.653564453,1439.76492341848
178,261635242001005,2,15,208179.807373047,2068.78702132161
179,261635242001003,1,2,232792.551757813,2140.23274232508
180,261635242002000,1,7,257600.951904297,2376.96172460568
181,261635243001001,2,0,298570.793457031,2484.21390523307
182,261635249002007,2,2,188732.375244141,2045.86590268814
183,261635249002041,0,0,131282.661865234,3155.96746458583
184,261635249002048,0,0,95446.7824707031,1952.30785689087
185,261635249001026,0,1,1652376.02539063,5799.07847558422
186,261635254001011,2,0,235365.256835938,2044.13782540906
187,261635429002003,1,3,160857.141113281,2107.76998555808
188,261635254002012,0,0,178451.642333984,1874.11885678361
189,261635256001006,5,9,690285.909423828,4644.73593027841
190,261635254003020,0,0,278380.4453125,2162.45535516945
191,261635255001005,1,4,597956.004882813,3280.29930796574
192,261635255002009,0,0,110678.946777344,1356.20223351553
193,261635171001014,0,0,30170.1667480469,815.177965589501
194,261635172001025,0,0,27393.8383789063,774.051970447862
195,261635105001025,0,3,313571.691894531,2904.40265227471
196,261635036003016,2,1,44472.6616210938,1022.7737102564
197,261635036003012,1,1,274852.277832031,2360.75330330949
198,261635054001001,0,2,313680.344726563,2587.72693976936
199,261635074002006,0,0,229616.879882813,2258.93229055466
200,261635073002001,0,0,292343.997070313,2428.62280803855
201,261635062001015,2,4,204067.708496094,2033.64562272266
202,261635051003002,0,1,214666.500488281,2054.68993597928
203,261635051003007,1,2,169295.395507813,1750.57756472863
204,261635051003006,1,1,211715.517089844,2046.28734689625
205,261635051003009,1,0,225719.754394531,2084.87303132901
206,261635063003004,0,0,129074.106445313,1486.31264167816
207,261635110002001,0,2,2669180.27001953,9123.86762961403
208,261635049004042,1,0,185744.036132813,5424.16064544262
209,261635048001000,4,5,14959342.3095703,24193.2750148051
210,261635142004005,1,1,302536.431640625,2618.10733866298
211,261635143003001,0,1,298751.382324219,2401.51422185916
212,261635143002013,0,1,863938.520996094,5957.14809608341
213,261635145002002,0,1,257906.807861328,2337.36562871164
214,261635143003018,1,1,182621.5625,1772.51467950867
215,261635143002001,0,0,88542.1767578125,2199.0271662569
216,261635141002004,0,3,558548.622314453,4061.98400347647
217,261635141004001,0,0,291062.806396484,2371.73046635105
218,261635145001003,1,3,200749.529296875,1893.01787716441
219,261635160001008,0,1,265594.461669922,2409.14354768588
220,261635145001006,1,5,330299.940673828,2860.18467773909
221,261635141004022,0,1,217006.142333984,2001.42473550727
222,261635156002002,3,3,265559.317871094,2396.43334464191
223,261635156002000,1,0,291005.153808594,2500.97589235311
224,261635426003006,3,8,280126.169677734,2363.41661209421
225,261635373001008,3,7,246449.447265625,2200.93788838341
226,261635373002005,1,4,906777.921142578,4092.56917722353
227,261635261002010,2,1,97212.2492675781,1255.72718771967
228,261635260001006,2,2,287151.197998047,2679.07926884565
229,261635250003008,0,0,114025.850097656,1476.22164932861
230,261635233003006,1,2,361785.065673828,2729.76026765139
231,261635322002013,0,2,299799.457763672,2466.14556124643
232,261635247005006,1,0,234623.787109375,2223.65251841152
233,261635247005002,0,0,286494.560302734,2513.50771511324
234,261635104003007,0,1,383573.438964844,3432.60494951368
235,261635105001019,0,0,195820.531738281,2009.87886509144
236,261635114001011,0,1,203523.994140625,1884.62854164511
237,261635049003020,2,6,200152.462402344,1871.1654013412
238,261635036003001,0,2,219745.905761719,1990.04092136597
239,261635036002003,0,2,336793.557128906,2729.59459389979
240,261635036002001,2,2,265683.357421875,2315.34626617076
241,261635054001003,0,2,137669.8203125,1515.72539072917
242,261635054003009,1,2,228025.088867188,2235.73069091289
243,261635052004009,2,4,224077.177734375,2031.65565081497
244,261635055001017,0,3,319476.0625,2968.86605276719
245,261635047003010,1,0,111273.657226563,1370.01511764253
246,261635055002011,1,0,196802.379394531,2016.99409652263
247,261635042004004,4,1,58752.4877929688,1104.55361296379
248,261635121003001,1,3,173149.610351563,1801.78887116134
249,261635121002013,0,0,26756.3149414063,864.439767597883
250,261635411001000,1,3,230686.275878906,2286.79148878918
251,261635411004001,2,0,950564.655761719,4838.22379964046
252,261635411004005,0,6,476148.199707031,3604.85943767129
253,261635411001007,1,3,248464.360351563,2453.45334853828
254,261635411003000,0,0,269408.809082031,2569.77085917176
255,261635411005003,0,0,213679.544433594,1963.16719699285
256,261635408001002,5,21,4959931.86523438,11010.3233573818
257,261635408001013,1,3,211809.1640625,1960.28318156046
258,261635407004000,0,0,211663.150878906,1934.21321280764
259,261635407001005,2,1,210427.194335938,1945.9570815089
260,261635407001011,1,1,201308.350097656,1930.15540966839
261,261635406001003,3,2,278404.988769531,2395.8963131354
262,261635406003008,1,6,199549.827636719,1946.3492667883
263,261635406003007,0,1,204028.693847656,1967.08692384861
264,261635393003003,0,1,198641.087402344,1946.43293596956
265,261635394003008,0,3,205784.261230469,1926.30377664607
266,261635392001003,0,4,239571.001464844,2219.64016668642
267,261635405002007,2,6,224139.765136719,2142.67996004234
268,261635405001007,0,4,403620.397949219,3201.95103607073
269,261635319001002,0,0,67299.6455078125,2288.82345771466
270,261635318003012,0,4,249470.425292969,2253.93991738501
271,261635067001001,0,1,298350.962890625,2174.03768817021
272,261635067001041,0,0,25271.9321289063,835.40490477524
273,261635062002023,0,1,1564471.61572266,6615.08895228394
274,261635066004000,1,1,287083.635742188,2352.47713492499
275,261635061002014,0,2,277053.329589844,2342.82547758881
276,261635061002009,0,1,293989.881347656,2440.49844018014
277,261635011003011,1,1,136795.458496094,1542.25274419988
278,261635042004010,0,2,46357.263671875,900.240754246531
279,261635121004015,0,1,234701.806152344,2024.47992264981
280,261635366003005,1,0,98289.8383789063,1343.62778144281
281,261635402001002,0,3,196974.293945313,1928.36787193474
282,261635403003009,1,5,189833.325195313,1893.47110389399
283,261635404003003,0,2,169688.752441406,1785.30431897142
284,261635404003001,0,2,189982.573730469,1902.42477138045
285,261635404003004,0,3,175446.138671875,1797.85463680236
286,261635404003013,0,6,190176.06640625,1903.11956515785
287,261635404002009,1,2,178161.956542969,1807.27361149666
288,261635213001011,0,0,274567.802490234,2336.46665435272
289,261635213001039,0,0,223914.172851563,2004.444561836
290,261635034002000,1,0,201937.317871094,1982.50769165417
291,261635006005009,0,3,181217.787597656,1870.36766044854
292,261635004003002,1,0,210311.17578125,2047.01762311279
293,261635004003000,0,0,168147.883789063,1717.27878756115
294,261635040001001,2,2,297213.772949219,2666.45504911055
295,261635308004002,1,1,228243.107910156,2228.61039618837
296,261635308004004,0,5,291364.102539063,2698.53582914387
297,261635308004006,0,2,291684.134277344,2704.36206151799
298,261635334001004,1,1,232428.840087891,2331.93634651508
299,261635242002001,1,0,170873.407470703,1768.16615944684
300,261635249001010,0,0,264477.758789063,3326.66137328289
301,261635223002014,2,3,186690.376220703,1743.99543131583
302,261635434003009,0,0,21236.2075195313,722.908079030091
303,261635436002001,0,0,274141.556152344,2463.5265074033
304,261635377002001,0,4,193825.454589844,1902.5606101288
305,261635016002021,0,0,263455.861328125,2359.28846650112
306,261635017002003,0,3,94194.4506835938,1300.81769479351
307,261635464001004,2,0,320708.162841797,2606.11774200205
308,261635453002017,0,4,314654.935302734,2361.199404164
309,261635350002009,0,4,494589.805664063,3647.49580113028
310,261635034002016,2,8,361032.445800781,2846.46958231519
311,261635063003015,0,0,204154.084472656,1889.18742929938
312,261635063003033,0,0,550271.161621094,3045.22043227256
313,261639852001005,2,4,1359936.66650391,4521.34990544797
314,261635080002007,0,0,243090.217773438,2277.39233956879
315,261635218001011,0,5,139315.443359375,1493.73617156767
316,261635073003041,0,0,11951.361328125,587.40976340651
317,261635208001073,0,1,156443.024169922,2039.58212852586
318,261635402003006,1,6,176376.597167969,1823.81743883133
319,261635402003001,1,2,205803.224121094,1930.74694497378
320,261635402002003,1,1,184207.677246094,1881.58082116511
321,261635401001027,0,0,27962.5859375,1250.41876018053
322,261635401002001,0,3,240937.547851563,2037.40099180098
323,261635401002008,1,2,247656.94921875,2073.12236968928
324,261635402003000,0,0,243383.443359375,2069.96007120441
325,261635392006000,3,4,115515.326660156,5352.88315923097
326,261635223001007,0,0,223722.689208984,2135.4210033397
327,261635224001011,0,1,278922.310058594,2473.56377953663
328,261635180001007,0,4,275767.701660156,2139.53923980296
329,261635180002021,0,6,153810.290527344,1574.5265021044
330,261635180001010,0,2,226821.017333984,2069.68665283901
331,261635180002012,0,13,269515.652587891,2120.10153801807
332,261635175002006,1,8,278845.721923828,2173.70582169776
333,261635215001082,0,2,130743.674560547,1450.35416349263
334,261635215001062,1,2,184461.327636719,1833.77788784981
335,261635214001071,0,0,199145.755615234,1841.87572747672
336,261635211001015,0,8,1271725.83935547,4882.26128574247
337,261635047001003,0,1,410990.005859375,3631.46137624281
338,261635047001010,0,3,198399.732910156,1860.78406119201
339,261635110001010,1,3,252417.798339844,2023.89901855971
340,261635159002010,0,2,181277.382080078,1804.93583346452
341,261635186001011,0,0,151038.929443359,1562.25715496878
342,261635161002012,0,1,125904.693603516,1454.54157505768
343,261635161001000,0,1,208378.953613281,1834.37583939
344,261635366005000,3,8,1425027.31005859,6681.65240114536
345,261635364003008,8,0,227420.841308594,2250.54474225512
346,261635365001014,0,8,613258.0234375,3147.74556531668
347,261635440002028,0,2,100011.040527344,2009.6697932084
348,261635440001001,1,2,193001.435546875,1940.99953977685
349,261635441001004,0,3,220635.230224609,2063.64004562068
350,261635404001005,0,1,28817.9252929688,923.654606160328
351,261635373003004,1,4,329493.973876953,2951.25620738145
352,261635373003003,5,4,433771.778320313,3127.03839362094
353,261635073003001,1,5,365119.301269531,2869.34523189359
354,261635073003008,0,0,171857.529785156,1700.15362703732
355,261635073003029,0,0,214724.435058594,1958.55660461599
356,261635073003013,0,0,211985.881347656,1951.62565971117
357,261635073003012,0,1,176021.151367188,1740.91564934525
358,261635074003001,0,1,274000.309570313,2316.72334083498
359,261635074003002,1,4,273677.717285156,2315.96146241444
360,261635074002022,0,2,166252.232421875,2106.14232427281
361,261635069005005,1,4,284537.084472656,2362.96605631749
362,261635074001007,1,3,163407.03125,2160.42088916121
363,261635071002005,0,1,270572.16796875,2278.96660905172
364,261635071002006,0,4,257248.506347656,2243.12663857093
365,261635069005010,0,5,280591.137695313,2372.598287867
366,261635074003010,0,0,99176.4848632813,1321.25820423407
367,261635069005017,0,0,29207.0444335938,730.846781070153
368,261635249002043,0,0,75659.7211914063,2256.59324032473
369,261635114001036,1,0,354118.32421875,3157.81860494726
370,261635377003000,5,9,260186.115722656,2253.49661462635
371,261635378001005,5,14,501779.939941406,2814.17653272897
372,261635378001004,1,6,386654.363525391,3001.13208719267
373,261635435001003,0,0,201090.635742188,1918.81736534932
374,261635435001001,1,1,197352.903320313,1920.47252009576
375,261635436003016,0,0,232838.73828125,2136.41391967041
376,261635436003020,0,3,253440.344726563,2309.95939374073
377,261635436003010,0,0,22421.1948242188,754.96929258289
378,261635436003012,3,0,213827.639160156,2087.26891771128
379,261635007004006,0,5,171251.303222656,1801.74160251225
380,261635007004009,3,11,481217.137207031,3631.90790278378
381,261635007004016,3,16,459501.422363281,3600.95323343424
382,261635215002015,1,3,103725.01171875,1523.87520791968
383,261635208001008,1,5,499365.091308594,2911.96587638392
384,261635189001104,0,0,106957.275146484,2247.19292375764
385,261635220001071,0,0,230905.431152344,2517.22470376934
386,261635234001009,0,1,119822.057128906,1374.59139980339
387,261635250002016,0,2,153526.529052734,1578.03847240029
388,261635159001002,1,0,155294.813476563,2070.28888995709
389,261635142002000,2,1,259258.170898438,2308.14145318161
390,261635161002043,0,3,100972.948974609,1649.49477275351
391,261635126001012,1,0,77790.021484375,1307.25209900016
392,261635163001005,0,0,250260.702636719,2755.1551853506
393,261635163001009,0,1,213839.277587891,1884.46591285236
394,261635469001044,1,2,126391.963623047,5200.5550082457
395,261635427001022,0,0,14811.9658203125,736.613958017769
396,261635249002026,1,1,405239.559814453,3497.40884744683
397,261635153001001,2,8,334160.946044922,2456.73797276293
398,261635153001005,2,3,111747.359130859,1360.53325049414
399,261635391001013,1,1,204746.107421875,1971.19261491086
400,261635172002040,0,6,110981.339599609,1474.27998879686
401,261635172001034,4,15,87400.1340332031,1217.54708308092
402,261635016002004,0,0,29637.8232421875,750.90528663806
403,261635451001007,2,1,260640.762451172,2245.892725372
404,261635105003026,0,0,259661.454101563,2039.27858367646
405,261635001002003,4,3,219143.989257813,2001.10349963676
406,261635001002009,3,5,190568.007324219,1758.81428172252
407,261635033002005,3,1,251043.857421875,2161.56409380036
408,261635033002001,0,1,184619.183105469,1796.85700095375
409,261635033002006,2,1,237180.997558594,2126.95344526624
410,261635033001003,0,0,97083.5815429688,1248.68241981447
411,261635033001002,1,3,96453.7602539063,1240.57213285101
412,261635033002012,2,7,211519.901855469,1961.49090313459
413,261635034001016,1,1,223695.634765625,2096.25888812557
414,261635036001008,0,0,376780.978027344,3154.00299463113
415,261635054002005,0,6,438697.666503906,3701.78133449248
416,261635341003000,2,1,227623.388427734,2033.3140353088
417,261635345001010,0,1,120645.884277344,1505.96576245743
418,261635345001006,0,0,133755.224365234,3414.81646182799
419,261635341003017,0,1,94722.3352050781,1384.96096783112
420,261635341003011,0,0,134712.576416016,1480.16623952358
421,261635308002014,2,4,331594.492919922,2804.36158668614
422,261635308001002,1,4,388902.28125,3075.14168312285
423,261635305001002,0,3,190825.968505859,1807.73728167342
424,261635309001006,0,4,277612.453857422,2306.82501076395
425,261635122002007,0,1,194461.458496094,1912.78047050453
426,261635122002006,0,1,164560.831542969,1669.1002974485
427,261635040002008,2,1,306242.198730469,2376.69114995425
428,261635041002008,2,2,165691.3671875,1783.67739268498
429,261635042001000,0,0,59755.2182617188,1772.78669530271
430,261635041003005,0,1,260286.959472656,2384.85412944921
431,261635042002000,0,3,334487.762207031,2462.50105363561
432,261635043001002,4,3,245743.076171875,2225.19056172562
433,261635043001008,1,1,224650.397949219,2127.7758801582
434,261635043001010,1,3,210769.513671875,2034.2826548813
435,261635042004016,0,2,279889.526855469,2357.66335394009
436,261635335002009,0,0,156631.180175781,1665.21498420887
437,261635336002001,2,2,373537.490234375,2912.18772372951
438,261635054001006,1,0,210724.565429688,2149.93708928079
439,261635078002000,0,0,21206.2680664063,722.032443232938
440,261635139001004,0,2,362031.840332031,2771.84501236861
441,261635139001003,6,10,395609.399902344,2885.36561553643
442,261635139003000,0,5,307228.987548828,2495.99817956094
443,261635355003002,0,2,276981.263671875,2368.13215292712
444,261635355003010,1,4,306610.125,2511.53328797788
445,261635350002000,0,0,259648.414306641,2246.71865795543
446,261635356001001,0,1,268780.814941406,2267.54268788726
447,261635356001009,1,0,211463.636962891,1997.9140940102
448,261635372001004,0,0,184635.084960938,1850.6406515075
449,261635372001008,0,1,150916.128173828,1601.33029831427
450,261635356003001,0,1,262505.798583984,2350.20737897402
451,261635347003005,3,5,282881.504882813,2416.77395613855
452,261635347004006,0,4,284297.518554688,2617.05578284824
453,261635347001002,0,3,234592.156005859,2274.44526598793
454,261635347002003,0,3,319881.055664063,2482.8421205799
455,261635347002001,1,0,238738.426757813,2298.94600626874
456,261635347001005,2,2,241918.433349609,2323.53848154542
457,261635346002004,5,2,237519.316894531,2289.62842281428
458,261635142003002,1,0,269404.505126953,2344.33347891049
459,261635160003000,1,0,284565.355224609,2379.37788529912
460,261635162001003,0,4,318655.101074219,2449.19835174915
461,261635160004010,1,1,337236.468261719,2825.92368669253
462,261635160003006,3,2,956862.938720703,5434.90517988982
463,261635160002003,1,4,176737.825195313,1789.21466070515
464,261635160001011,0,1,273661.633300781,2423.79379706435
465,261635160004017,0,0,216680.860595703,2008.85914118181
466,261635160002008,2,1,181062.761962891,1801.4828937734
467,261635015002000,0,0,28453.962890625,1198.9834623431
468,261635015003016,0,0,64548.255859375,1256.01016162289
469,261635015003017,0,4,133519.465820313,1519.03342357165
470,261635015003013,0,0,110282.411621094,2001.89486323649
471,261635015001002,1,4,151323.904785156,1645.65026913726
472,261635015004009,0,0,46784.5400390625,1083.23393178227
473,261635014001011,0,0,26949.8989257813,895.000223134154
474,261635153003003,2,1,252904.141357422,2153.81649025967
475,261635153001003,0,0,130369.098144531,1757.29045967498
476,261635032002007,2,0,216656.576660156,1967.02290562914
477,261635032003016,1,1,228159.375976563,2031.58950362215
478,261635032003004,3,2,196210.404296875,1862.44495913673
479,261635032002014,0,0,219309.821777344,1984.88965606674
480,261635066003000,1,0,82874.1606445313,1854.82081927046
481,261635066003007,0,0,87280.060546875,1924.47944345382
482,261635004003012,2,1,160064.6953125,1694.61331334019
483,261635004003015,0,3,162674.376464844,1700.95592072503
484,261635006003011,0,3,212827.977539063,1967.74880769725
485,261635005004004,0,0,196590.298828125,1921.62284479107
486,261635005002007,1,1,198426.949707031,1926.9138015803
487,261635041001009,1,0,289388.115234375,2504.02057209444
488,261635039003000,3,6,301986.848144531,2353.982881255
489,261635039003001,2,9,289844.921875,2323.76382162386
490,261635043003004,1,0,61711.3984375,1825.9068371885
491,261635043002002,1,1,319391.800292969,2440.40657522285
492,261635044001009,0,2,349463.252929688,2576.02214844771
493,261635055001030,0,1,195478.117675781,2081.17537244311
494,261635465001001,8,13,1574321.11987305,6642.63354324138
495,261635465002009,3,5,294827.687988281,2443.18343691683
496,261635465001006,0,7,294759.795898438,2429.00419477786
497,261635427001004,0,1,1096745.24243164,4295.69911112405
498,261635427001009,2,4,291031.028808594,2390.74993377994
499,261635428002011,0,2,275979.276123047,2384.63888489834
500,261635468004010,2,4,285935.495849609,2409.28628164776
501,261635468003010,0,5,294267.274658203,2427.49703548349
502,261635468003013,2,1,273517.599609375,2354.22585110218
503,261635466001006,0,2,202223.029785156,1914.09065121302
504,261635466001002,0,4,217894.242431641,1970.16849293855
505,261635466002000,4,3,218580.688720703,1982.17089113109
506,261635441001007,0,4,404407.573242188,3285.41888231392
507,261635440002033,0,6,294515.444091797,2440.25946248797
508,261635440002019,2,6,231623.318603516,2095.57207791126
509,261635467004002,2,0,216740.244873047,1971.95547903421
510,261635467004001,0,6,215173.499023438,1972.44997499699
511,261635467004005,2,2,214388.511474609,1959.30213170854
512,261635467004007,0,2,212224.226318359,1952.98902121249
513,261635467004006,1,3,214215.605712891,1958.77087864811
514,261635460005003,2,1,221400.427978516,2001.18455478428
515,261635460003005,3,1,214999.056152344,1961.64251207294
516,261635467003009,0,2,209518.645996094,1937.10041241012
517,261635462003010,2,3,127157.032470703,1706.5605301893
518,261635460004007,0,4,205258.013671875,1932.16442994973
519,261635459004002,2,0,429737.139892578,3242.52957934976
520,261635461002007,2,6,447973.482177734,3353.07911004483
521,261635459003001,1,6,422579.260253906,3235.44960037081
522,261635460005015,0,3,214973.34765625,1970.78112644863
523,261635426002008,3,2,274592.8671875,2334.22608988956
524,261635426002007,0,4,269301.858642578,2306.50281685361
525,261635426003005,1,4,287640.632080078,2408.63820982999
526,261635469001032,8,8,1203069.79711914,5997.58520118444
527,261635465002003,0,3,287714.115966797,2386.18155248074
528,261635464002006,3,6,392430.48828125,2811.85013943726
529,261635464002000,2,1,279930.223388672,2344.83866720154
530,261635464001008,0,6,276575.833251953,2336.6471652367
531,261635464002007,2,4,262693.214355469,2245.20404897527
532,261635452003000,1,6,282316.303222656,2385.40535680295
