X,Y,OBJECTID,PARCEL_ID,addcombo,PROP_CITY_NM,PROP_STATE,PROP_ZIP_CD,FINAL_BID_AMT
13502057.403215229511261,344958.460301831364632,7001,21022049.,15290 CORAM,DETROIT,MI,48205,
13503270.113845139741898,347023.381561681628227,7002,21024751.,15694 ROSSINI DRIVE,DETROIT,MI,48205,
13502881.064632549881935,347847.53674541413784,7003,21025836.002L,15623 EASTBURN,DETROIT,MI,48205,
13502088.901246726512909,346271.581692919135094,7004,21023545.,15310 TACOMA,DETROIT,MI,48205,
13503798.333661422133446,345873.622047245502472,7005,21022958.,15857 LIBERAL,DETROIT,MI,48205,4100
13502347.934383198618889,348135.793307080864906,7006,21026260.,15457 BRINGARD DR,DETROIT,MI,48205,
13503589.853018373250961,346879.285761147737503,7007,21024561.,15825 E STATE FAIR,DETROIT,MI,48205,
13502985.190288707613945,347528.414041996002197,7008,21025432.002L,15639 FAIRMOUNT DR,DETROIT,MI,48205,
13502957.24081364274025,348815.695538058876991,7009,21027214.,15645 COLLINGHAM,DETROIT,MI,48205,
13502404.057086616754532,347170.060367450118065,7010,21025002.,15455 ROSSINI DRIVE,DETROIT,MI,48205,
13502945.864829391241074,345841.85728345811367,7011,21022936.,15619 LIBERAL,DETROIT,MI,48205,
13503250.462926506996155,346313.676837265491486,7012,21023533.,15682 TACOMA,DETROIT,MI,48205,
13502985.838582679629326,345843.700459316372871,7013,21022937.,15629 LIBERAL,DETROIT,MI,48205,
13502479.9498031437397,347174.135826766490936,7014,21025004.,15469 ROSSINI DRIVE,DETROIT,MI,48205,
13505821.534448817372322,330985.440288707613945,7015,21066257.,5051 BEACONSFIELD,DETROIT,MI,48224,
13505823.670603677630424,331599.255249351263046,7016,21066900.,5229 NOTTINGHAM,DETROIT,MI,48224,
13502703.598097115755081,347327.670275583863258,7017,21025175.,15514 FAIRMOUNT DR,DETROIT,MI,48205,
13502717.672244101762772,346995.3001968562603,7018,21024765.,15514 ROSSINI DRIVE,DETROIT,MI,48205,
13504283.728346452116966,347398.978018373250961,7019,21025147.,16032 FAIRMOUNT DR,DETROIT,MI,48205,
13503642.474081367254257,345867.223425194621086,7020,21022953-4,15827 LIBERAL,DETROIT,MI,48205,
13502446.998687669634819,346829.322834640741348,7021,21024532.,15459 E STATE FAIR,DETROIT,MI,48205,
13502762.503608927130699,348294.218503937125206,7022,21026486.,15600 EDMORE DR,DETROIT,MI,48205,
13503939.267388448119164,349180.912729665637016,7023,21027719.,15913 CARLISLE,DETROIT,MI,48205,10000
13504565.346128612756729,348048.099409446120262,7024,21025974.,16094 BRINGARD DR,DETROIT,MI,48205,8300
13504572.295931756496429,347267.737860888242722,7025,21025047.,16087 ROSSINI DRIVE,DETROIT,MI,48205,
13504100.870406821370125,334909.604658797383308,7026,21065269.,9502 GREENSBORO,DETROIT,MI,48224,
13504102.788385823369026,334874.702099740505219,7027,21065268.,9494 GREENSBORO,DETROIT,MI,48224,
13505955.852034121751785,331096.978018373250961,7028,21065689.,5056 BEACONSFIELD,DETROIT,MI,48224,
13505967.216535434126854,331327.728346452116966,7029,21066906.,5099 NOTTINGHAM,DETROIT,MI,48224,
13504125.193897634744644,334455.292979001998901,7030,21065256.,9410 GREENSBORO,DETROIT,MI,48224,
13501045.520669296383858,335081.824475064873695,7031,21055526-8,9734 CHALMERS,DETROIT,MI,48213,
13504806.172572180628777,331911.316929131746292,7032,21065086.,5545 LAKEPOINTE,DETROIT,MI,48224,
13503878.380905508995056,334016.53740157186985,7033,21005323.,15223 EVANSTON,DETROIT,MI,48224,
13504342.912729665637016,333199.654527559876442,7034,21064699.,5950 LAKEPOINTE,DETROIT,MI,48224,
13501657.904527559876442,334801.342191606760025,7035,21007108.,14938 ELMDALE,DETROIT,MI,48224,
13502386.600065618753433,335758.23162730038166,7036,21008710.,15324 PROMENADE,DETROIT,MI,48224,
13502600.514435693621635,340104.750328078866005,7037,21015993.,15436 HAZELRIDGE,DETROIT,MI,48205,
13503133.478674545884132,340999.475393697619438,7038,21016847.,15620 SEYMOUR,DETROIT,MI,48205,
13504316.073818892240524,328951.285104990005493,7039,21059373.,4700 MARLBOROUGH,DETROIT,MI,48215,
13503219.230643048882484,335036.195209980010986,7040,21063804.,9703 WAYBURN,DETROIT,MI,48224,
13500651.733267709612846,337104.713910758495331,7041,21009872.,14728 KILBOURNE,DETROIT,MI,48213,
13502471.556102365255356,342208.910104990005493,7042,21017976.,15427 PARK GROVE,DETROIT,MI,48205,
13503996.138123363256454,343047.22670604288578,7043,21018939.,15875 FAIRCREST,DETROIT,MI,48205,
13506364.074475064873695,331922.568569555878639,7044,21068759.,5233 BALFOUR,DETROIT,MI,48224,
13506166.901574805378914,346612.278871387243271,7045,21023952.,16543 TACOMA,DETROIT,MI,48205,
13502517.127952754497528,342608.908464565873146,7046,21018351.,15440 LINNHURST,DETROIT,MI,48205,
13502365.335629925131798,342027.870734915137291,7047,21017704.,15400 PARK GROVE,DETROIT,MI,48205,
13503934.206364825367928,337326.725065618753433,7048,21058555.,10810 STRATMANN,DETROIT,MI,48224,
13507817.86581364274025,332061.309383198618889,7049,21070043.,5056 HAVERHILL,DETROIT,MI,48224,
13457690.21259842813015,326260.517060369253159,7050,12004319.,3351 TYLER,DETROIT,MI,48238,
13511081.48162730038166,336801.34251968562603,7051,21075947.,5974 WOODHALL,DETROIT,MI,48224,
13502525.754265084862709,333933.038385823369026,7052,21061402.,9201 MANISTIQUE,DETROIT,MI,48224,
13503607.177165359258652,334306.06003937125206,7053,21065042.,9203 LAKEPOINTE,DETROIT,MI,48224,
13503928.297900259494781,334618.696522310376167,7054,21065384.,9445 GREENSBORO,DETROIT,MI,48224,
13503910.215223103761673,334969.408792644739151,7055,21065374.,9515 GREENSBORO,DETROIT,MI,48224,
13503912.040354326367378,334933.242782145738602,7056,21065375.,9509 GREENSBORO,DETROIT,MI,48224,
13503588.520669296383858,334681.136154860258102,7057,21065033.,9459 LAKEPOINTE,DETROIT,MI,48224,
13505039.249015748500824,331862.853674545884132,7058,21064670.,5516 LAKEPOINTE,DETROIT,MI,48224,
13502986.466535434126854,332577.474409446120262,7059,21061425.,5969 MANISTIQUE,DETROIT,MI,48224,
13500800.623359575867653,336803.114829391241074,7060,21009439.,14742 ROSEMARY,DETROIT,MI,48213,
13501154.151246726512909,335144.054790019989014,7061,21007484.,14444 LONGVIEW,DETROIT,MI,48213,
13500824.364173233509064,336262.912729665637016,7062,21009149.,14483 PROMENADE,DETROIT,MI,48213,
13502083.814304456114769,334707.307414695620537,7063,21056366.,9522 HAYES,DETROIT,MI,48213,
13502374.861876636743546,334508.437335953116417,7064,21060368.,9440 PHILIP,DETROIT,MI,48224,
13502870.2890419960022,341172.66240157186985,7065,21017125.,15501 SEYMOUR,DETROIT,MI,48205,
13502727.769356951117516,343457.12007874250412,7066,21076742.,18843 MORANG,DETROIT,MI,48205,
13502990.919619426131248,344014.064632549881935,7067,21020630.,15580 E SEVEN MILE,DETROIT,MI,48205,
13503030.93011811375618,342512.296916007995605,7068,21018311.,15611 GLENWOOD,DETROIT,MI,48205,
13501727.045275583863258,345261.801181107759476,7069,21022394.,15226 NOVARA,DETROIT,MI,48205,
13502118.138779520988464,339679.298228353261948,7070,21015416.,15263 ROCHELLE,DETROIT,MI,48205,
13502130.229986876249313,339509.25,7071,21015120.,15262 ROCHELLE,DETROIT,MI,48205,8900
13502115.336286082863808,340680.673228353261948,7072,21016577.,15268 TROESTER,DETROIT,MI,48205,
13502497.706364825367928,342033.029527559876442,7073,21017701.,15430 PARK GROVE,DETROIT,MI,48205,
13502717.52263779938221,336367.8001968562603,7074,21069477.,10635 BONITA,DETROIT,MI,48224,
13458100.679133862257004,327808.531167984008789,7075,12004620.,2999 GRAND,DETROIT,MI,48238,
13508144.418307080864906,329771.310367450118065,7076,21069386.,4327 BERKSHIRE,DETROIT,MI,48224,
13508475.424540683627129,330123.428805768489838,7077,21069680.,4360 BUCKINGHAM,DETROIT,MI,48224,3700
13512285.899934381246567,335615.717191606760025,7078,21077227.,5325 HEREFORD,DETROIT,MI,48224,
13512304.572834640741348,334708.36581364274025,7079,21076302.,5125 NEFF,DETROIT,MI,48224,
13501890.804133862257004,343010.216207355260849,7080,21018898.,15241 FAIRCREST,DETROIT,MI,48205,
13501809.993766397237778,344290.101049870252609,7081,21021385.,15236 MADDELEIN,DETROIT,MI,48205,
13501869.325787395238876,335044.552493438124657,7082,21056728-9,9721 HAYES,DETROIT,MI,48213,
13502324.784120738506317,335791.378280833363533,7083,21008712.,15310 PROMENADE,DETROIT,MI,48224,
13502793.848425194621086,342221.883858263492584,7084,21017986.,15493 PARK GROVE,DETROIT,MI,48205,
13502800.915682420134544,342500.562664046883583,7085,21018307.,15495 GLENWOOD,DETROIT,MI,48205,
13502819.902230978012085,342045.818897634744644,7086,21017693.,15494 PARK GROVE,DETROIT,MI,48205,
13502817.797572180628777,342894.109251961112022,7087,21018682.,15500 FAIRCREST,DETROIT,MI,48205,
13501990.317913383245468,340968.239173233509064,7088,21016873.,15246 SEYMOUR,DETROIT,MI,48205,
13502384.576115489006042,342329.486220479011536,7089,21018026.,15410 GLENWOOD,DETROIT,MI,48205,
13503586.209973752498627,342218.057414695620537,7090,21076641-2,18430 MORANG,DETROIT,MI,48205,8200
13501997.363188982009888,342738.585958003997803,7091,21018620.,15271 LINNHURST,DETROIT,MI,48205,
13502342.024606302380562,342754.408136487007141,7092,21018627.,15403 LINNHURST,DETROIT,MI,48205,
13502062.866141736507416,335197.874343827366829,7093,21056378.,9746 HAYES,DETROIT,MI,48213,
13501703.64829395711422,342455.440944880247116,7094,21018283.,15201 GLENWOOD,DETROIT,MI,48205,
13501899.723753273487091,345932.789698168635368,7095,21023092.,15268 MANNING,DETROIT,MI,48205,
13502087.756233602762222,335926.017060369253159,7096,21008717.,15240 PROMENADE,DETROIT,MI,48224,
13502789.546587929129601,340047.549212604761124,7097,21057387-8,12733 KELLY RD,DETROIT,MI,48224,
13501715.473097115755081,343290.596128612756729,7098,21056573.,18808 HAYES,DETROIT,MI,48205,
13503209.375984251499176,335210.81003937125206,7099,21063799.,9737 WAYBURN,DETROIT,MI,48224,
13505433.023622050881386,329436.571194231510162,7100,21063936.,4715 WAYBURN,DETROIT,MI,48224,
13503608.876640424132347,342173.546916007995605,7101,21076638-40,18422 MORANG,DETROIT,MI,48205,4500
13502889.86515748500824,340262.049540683627129,7102,21057380-1,12805 KELLY RD,DETROIT,MI,48224,
13505218.912729665637016,329232.598097115755081,7103,21063026.,4669 ALTER,DETROIT,MI,48215,
13506369.859251961112022,329920.89337269961834,7104,21066277.,4685 BEACONSFIELD,DETROIT,MI,48224,
13505503.682414695620537,329899.395669296383858,7105,21064411.,4789 MARYLAND,DETROIT,MI,48224,
13506447.883530184626579,329403.824475064873695,7106,21065512.,4411 BARHAM,DETROIT,MI,48224,
13504382.333989500999451,331972.815944880247116,7107,21064357.,5595 MARYLAND,DETROIT,MI,48224,
13502846.44422572851181,332046.073818892240524,7108,21059436.,14510 LINVILLE,DETROIT,MI,48224,
13506032.34251968562603,330205.582349076867104,7109,21065483-4,4839 BARHAM,DETROIT,MI,48224,
13506914.007545933127403,329232.295931756496429,7110,21065648.,4344 BEACONSFIELD,DETROIT,MI,48224,
13504204.61515748500824,331641.882874011993408,7111,21063878.,5555 WAYBURN,DETROIT,MI,48224,
13505609.345800518989563,336503.482939630746841,7112,21066570.,10224 NOTTINGHAM,DETROIT,MI,48224,
13503634.458005249500275,336110.289370074868202,7113,21063577.,10418 WAYBURN,DETROIT,MI,48224,
13504855.205380573868752,337692.843832015991211,7114,21064988-9,10833 LAKEPOINTE,DETROIT,MI,48224,
13505114.135498687624931,335908.848425194621086,7115,21066804.,10061 NOTTINGHAM,DETROIT,MI,48224,
13505121.403871387243271,336536.620406821370125,7116,21066134.,10271 BEACONSFIELD,DETROIT,MI,48224,
13505385.269685044884682,335439.850065618753433,7117,21067190.,9900 SOMERSET,DETROIT,MI,48224,
13506601.937007874250412,336813.181430444121361,7118,21068270.,9941 MCKINNEY,DETROIT,MI,48224,
13502646.966863512992859,339309.427165359258652,7119,21056854.,12522 KELLY RD,DETROIT,MI,48224,
13505661.396981626749039,337486.774606302380562,7120,21065826.,10564 BEACONSFIELD,DETROIT,MI,48224,
13505419.158136487007141,335502.903543308377266,7121,21067192.,9918 SOMERSET,DETROIT,MI,48224,
13503440.408792644739151,336332.534120738506317,7122,21070170.,10531 HAVERHILL,DETROIT,MI,48224,
13503455.636154860258102,336793.327099740505219,7123,21058596.,10659 STRATMANN,DETROIT,MI,48224,
13503654.210301831364632,338863.376640424132347,7124,21058086.,11521 LAING,DETROIT,MI,48224,
13505422.662073493003845,336488.387467190623283,7125,21066787.,10201 NOTTINGHAM,DETROIT,MI,48224,
13505159.346784770488739,337187.283136487007141,7126,21072552.,10607 WHITTIER,DETROIT,MI,48224,4100
13505180.37992125749588,337175.74081364274025,7127,21072553.,10603 WHITTIER,DETROIT,MI,48224,3400
13504436.275262460112572,335248.478018373250961,7128,21066170.,9911 BEACONSFIELD,DETROIT,MI,48224,
13507054.797900259494781,331018.033792644739151,7129,21067693.,4882 BALFOUR,DETROIT,MI,48224,
13507401.584317579865456,331238.193897634744644,7130,21069348.,4891 BERKSHIRE,DETROIT,MI,48224,
13508855.464566931128502,329622.989829391241074,7131,21070293.,4167 HAVERHILL,DETROIT,MI,48224,
13502512.179133862257004,336832.093503937125206,7132,21070152.,10815 HAVERHILL,DETROIT,MI,48224,
13502490.610564306378365,339018.878608927130699,7133,21056837-8,12440 KELLY RD,DETROIT,MI,48224,
13507473.3248031437397,334024.866469815373421,7134,21070845.,5740 BEDFORD,DETROIT,MI,48224,8500
13507500.585958,332689.315616801381111,7135,21070059.,5268 HAVERHILL,DETROIT,MI,48224,
13504569.276902884244919,335494.888779520988464,7136,21066163.,9967 BEACONSFIELD,DETROIT,MI,48224,
13505014.433398947119713,344607.321194231510162,7137,21021620.,16229 MADDELEIN,DETROIT,MI,48205,
13505010.02329395711422,345732.486220479011536,7138,21022635.,16236 LIBERAL,DETROIT,MI,48205,
13505023.394028872251511,347419.703412070870399,7139,21025128-9,16248 FAIRMOUNT DR,DETROIT,MI,48205,
13456894.424540683627129,331310.312335953116417,7140,12005722.,15114 WILDEMERE,DETROIT,MI,48238,
13504572.053149610757828,345385.673884510993958,7141,21022343.,16076 NOVARA,DETROIT,MI,48205,
13502723.156824141740799,336717.900918632745743,7142,21070158.,10771 HAVERHILL,DETROIT,MI,48224,
13504101.249671921133995,337360.279199481010437,7143,21063758.,10731 WAYBURN,DETROIT,MI,48224,
13502728.621391072869301,337070.906167984008789,7144,21069540.,10901 MOGUL,DETROIT,MI,48224,
13503775.143044620752335,336745.062007874250412,7145,21063776.,10581 WAYBURN,DETROIT,MI,48224,
13503767.515748038887978,337376.924212604761124,7146,21058579.,10803 STRATMANN,DETROIT,MI,48224,
13503745.941272959113121,337946.044947504997253,7147,21072496.,11301 WHITTIER,DETROIT,MI,48224,
13505518.532808393239975,335687.715879261493683,7148,21067198.,9960 SOMERSET,DETROIT,MI,48224,
13506463.184383198618889,335620.304790019989014,7149,21070873.,9270 BEDFORD,DETROIT,MI,,
13504260.584973752498627,336499.964238852262497,7150,21064767.,10482 LAKEPOINTE,DETROIT,MI,48224,
13506124.619750648736954,335444.466535434126854,7151,21070520.,9230 DEVONSHIRE,DETROIT,MI,48224,
13502801.197178483009338,336522.643044620752335,7152,21069440.,10632 BONITA,DETROIT,MI,48224,
13504317.332349076867104,336284.497047245502472,7153,21059044.,10351 ROXBURY,DETROIT,MI,48224,
13506542.852034121751785,330616.527230978012085,7154,21066439.,4860 NOTTINGHAM,DETROIT,MI,48224,
13507145.121391072869301,329442.344160109758377,7155,21066409.,4358 NOTTINGHAM,DETROIT,MI,48224,
13504271.009514436125755,335113.206364825367928,7156,21069274.,9917 BERKSHIRE,DETROIT,MI,48224,
13509635.540682420134544,329755.371719166636467,7157,21070745.,4120 BEDFORD,DETROIT,MI,48224,7900
13513680.703740164637566,336656.108595803380013,7158,21078279.,5574 RADNOR,DETROIT,MI,48224,
13456091.038057744503021,331250.996391072869301,7159,12012215-6,15105 FAIRFIELD,DETROIT,MI,48238,
13508013.364501312375069,331286.333989500999451,7160,21070251.,4845 HAVERHILL,DETROIT,MI,48224,
13506706.238517060875893,330566.06922572851181,7161,21067527.,4833 SOMERSET,DETROIT,MI,48224,
13505777.823162734508514,346088.414370074868202,7162,21023012.,16460 MANNING,DETROIT,MI,48205,
13509429.437007874250412,333213.251640424132347,7163,21080509.,12283 E OUTER DRIVE,DETROIT,MI,48224,38000
13508097.071522310376167,331507.281496062874794,7164,21070036.,4874 HAVERHILL,DETROIT,MI,48224,
13508717.432086616754532,331172.979002624750137,7165,21070979.,4693 BEDFORD,DETROIT,MI,48224,5700
13508526.803149610757828,328391.781496062874794,7166,21069084.,3909 CHATSWORTH,DETROIT,MI,48224,
13509225.013451442122459,328891.381889760494232,7167,21070312.,3935 HAVERHILL,DETROIT,MI,48224,
13508091.870406821370125,330240.71259842813015,7168,21069154.,4416 BERKSHIRE,DETROIT,MI,48224,
13506829.107939630746841,330059.841863512992859,7169,21066425.,4666 NOTTINGHAM,DETROIT,MI,48224,
13509671.942585304379463,328646.182086616754532,7170,21070678.,3683 DEVONSHIRE,DETROIT,MI,48224,
13507905.437992125749588,329341.276902884244919,7171,21067653.,4204 BALFOUR,DETROIT,MI,48224,18700
13508159.683398947119713,330751.420603677630424,7172,21069696.,4668 BUCKINGHAM,DETROIT,MI,48224,
13508151.320538058876991,331400.275918632745743,7173,21070033.,4850 HAVERHILL,DETROIT,MI,48224,
13508142.821850389242172,328151.168635174632072,7174,21067031.,3900 SOMERSET,DETROIT,MI,48224,9500
13507936.818241477012634,329934.832349076867104,7175,21068902.,4374 CHATSWORTH,DETROIT,MI,48224,
13507951.441601052880287,329252.348097115755081,7176,21067651.,4184 BALFOUR,DETROIT,MI,48224,21000
13507427.633530184626579,330555.014435693621635,7177,21069042.,4699 CHATSWORTH,DETROIT,MI,48224,
13508869.04166667163372,330236.76476377248764,7178,21070638.,4345 DEVONSHIRE,DETROIT,MI,48224,
13508698.608267709612846,328052.698490813374519,7179,21069091.,3669 CHATSWORTH,DETROIT,MI,48224,7400
13509471.018700793385506,328410.578083992004395,7180,21070324.,3661 HAVERHILL,DETROIT,MI,48224,
13507541.312335953116417,349163.206692919135094,7181,21027325-6,16970 CARLISLE,DETROIT,MI,48205,
13505863.262795269489288,331935.164370074868202,7182,21066466.,5282 NOTTINGHAM,DETROIT,MI,48224,
13506221.701443567872047,331505.642388448119164,7183,21067509.,5107 SOMERSET,DETROIT,MI,48224,
13506200.623687669634819,332243.268044620752335,7184,21068750.,5305 BALFOUR,DETROIT,MI,48224,
13505786.525590553879738,349266.317257210612297,7185,21027760.,16487 CARLISLE,DETROIT,MI,48205,
13457198.924212604761124,331177.310695543885231,7186,12011340.,15086 PARKSIDE,DETROIT,MI,48238,
13508730.05577427148819,337899.991797894239426,7187,21074501.,9228 HARVARD RD,DETROIT,MI,48224,
13507099.926181107759476,332214.065288707613945,7188,21069196.,5218 BERKSHIRE,DETROIT,MI,48224,
13504311.677821516990662,335906.919947504997253,7189,21058785.,10214 ROXBURY,DETROIT,MI,48224,
13504325.691272959113121,335309.833989500999451,7190,21065276.,10010 GREENSBORO,DETROIT,MI,48224,
13506853.624015748500824,334222.4251968562603,7191,21070546.,5901 DEVONSHIRE,DETROIT,MI,48224,
13513494.014435693621635,334806.268700793385506,7192,21077741.,5029 MARSEILLES,DETROIT,MI,48224,
13470005.257874011993408,307009.791338577866554,7193,10007932.,3043 18TH ST,DETROIT,MI,48208,
13458968.790026247501373,325315.530839890241623,7194,12003952.,3212 STURTEVANT,DETROIT,MI,48206,
13507353.914370074868202,339245.008530184626579,7195,21067289.,10960 SOMERSET,DETROIT,MI,48224,11300
13502358.644028872251511,336920.557086616754532,7196,21070149.,10903 HAVERHILL,DETROIT,MI,48224,
13506623.141732290387154,332146.412073493003845,7197,21069009.,5251 CHATSWORTH,DETROIT,MI,48224,7600
13506897.752296581864357,334132.292979001998901,7198,21070547.,5815 DEVONSHIRE,DETROIT,MI,48224,
13509031.35236220061779,329668.4251968562603,7199,21069989.,4160 HAVERHILL,DETROIT,MI,48224,
13506929.878937,332170.539370074868202,7200,21069332.,5227 BERKSHIRE,DETROIT,MI,48224,
13507175.111220479011536,331685.704068243503571,7201,21069344.,5051 BERKSHIRE,DETROIT,MI,48224,
13508350.813648298382759,332289.862860888242722,7202,21070803.,5050 BEDFORD,DETROIT,MI,48224,5200
13505585.238188982009888,333454.962926506996155,7203,21068721.,5813 BALFOUR,DETROIT,MI,48224,
13510777.43503937125206,336129.350065618753433,7204,21075533.006L,5808 BLUEHILL,DETROIT,MI,48224,12000
13502527.605643048882484,337034.958661422133446,7205,21070127.,10830 HAVERHILL,DETROIT,MI,48224,
13509210.821850389242172,329942.749671921133995,7206,21070397.,4190 DEVONSHIRE,DETROIT,MI,48224,3700
13507030.636154860258102,331972.553805768489838,7207,21069336.,5117 BERKSHIRE,DETROIT,MI,48224,
13507970.25492125749588,340166.808727040886879,7208,21067949.,11191 BALFOUR,DETROIT,MI,48224,11500
13507479.028543308377266,331704.983595803380013,7209,21069841.,5029 BUCKINGHAM,DETROIT,MI,48224,
13505014.157152235507965,335377.307086616754532,7210,21066537.,9888 NOTTINGHAM,DETROIT,MI,48224,
13505082.091535434126854,333458.269028872251511,7211,21066502.,5930 NOTTINGHAM,DETROIT,MI,48224,
13502446.898622050881386,337945.642060369253159,7212,21071596.,11281 COURVILLE,DETROIT,MI,48224,
13505543.874671921133995,332555.820209980010986,7213,21066482.,5590 NOTTINGHAM,DETROIT,MI,48224,
13506966.362532809376717,333108.811679795384407,7214,21069749.,5560 BUCKINGHAM,DETROIT,MI,48224,
13502504.905183732509613,339045.252952754497528,7215,21056839.,12446 KELLY RD,DETROIT,MI,48224,
13506129.905183732509613,331413.830052495002747,7216,21066453.,5098 NOTTINGHAM,DETROIT,MI,48224,
13506813.588582679629326,331498.109908133745193,7217,21067698.,5048 BALFOUR,DETROIT,MI,48224,
13505513.98523622751236,334747.985564306378365,7218,21068324.,9225 MCKINNEY,DETROIT,MI,48224,
13506339.780183732509613,333958.753608927130699,7219,21069786.,5903 BUCKINGHAM,DETROIT,MI,48224,
13506148.277887135744095,331378.33825458586216,7220,21066452.,5090 NOTTINGHAM,DETROIT,MI,48224,
13505783.727034121751785,333062.326443567872047,7221,21068732.,5725 BALFOUR,DETROIT,MI,48224,
13507317.754265084862709,332026.837270334362984,7222,21069832.,5099 BUCKINGHAM,DETROIT,MI,48224,
13455995.692257210612297,330373.968832015991211,7223,12010608.,14866 DEXTER,DETROIT,MI,48238,
13504925.63418635725975,345915.062664046883583,7224,21022984.,16221 LIBERAL,DETROIT,MI,48205,
13504257.75,345239.111548557877541,7225,21022183.,16011 CORAM,DETROIT,MI,48205,
13506426.590223103761673,342025.608923882246017,7226,21063686.008,12133 WAYBURN,DETROIT,MI,48224,
13505159.402887135744095,347068.383530184626579,7227,21024704.,16274 ROSSINI DRIVE,DETROIT,MI,48205,
13511762.784120738506317,336644.577755898237228,7228,21077206-7,5815 HEREFORD,DETROIT,MI,48224,
13513515.613517060875893,332793.185695543885231,7229,21076158.005,4372 NEFF,DETROIT,MI,48224,
13505073.711286082863808,345076.128937005996704,7230,21021995.,16242 CORAM,DETROIT,MI,48205,
13505094.550524935126305,347612.998031497001648,7231,21025477.,16267 FAIRMOUNT DR,DETROIT,MI,48205,
13504201.202755898237228,345560.445538058876991,7232,21022582.,16001 NOVARA,DETROIT,MI,48205,
13505097.278215229511261,345588.730314955115318,7233,21022603.,16253 NOVARA,DETROIT,MI,48205,
13504458.702427819371223,346368.958661422133446,7234,21023505.,16060 TACOMA,DETROIT,MI,48205,
13456428.975393697619438,330778.769356951117516,7235,12011935.,15015 MUIRLAND,DETROIT,MI,48238,
13512094.468175858259201,329478.761811017990112,7236,21073094.,3526 YORKSHIRE,DETROIT,MI,48224,46000
13457874.316929131746292,326679.883530184626579,7237,12004390.,3281 WAVERLY,DETROIT,MI,48238,
13457936.915354326367378,325497.000656172633171,7238,12010545.,12710 DEXTER,DETROIT,MI,48238,
13506817.799868762493134,337565.118438318371773,7239,21067838.,10424 BALFOUR,DETROIT,MI,48224,
13507064.08333332836628,339746.926837265491486,7240,21066703.,11123 NOTTINGHAM,DETROIT,MI,48224,
13511942.913385823369026,335408.693569555878639,7241,21076298.009,5509 NEFF,DETROIT,MI,48224,
13510821.539698168635368,336668.031496062874794,7242,21075701.,5974 GUILFORD,DETROIT,MI,48224,
13510644.385170608758926,337265.072178483009338,7243,21076012.,6165 WOODHALL,DETROIT,MI,48224,
13511014.897309705615044,336935.699475064873695,7244,21075950.,6000 WOODHALL,DETROIT,MI,48224,
13509302.058727040886879,338436.359580054879189,7245,21068598.,10141 LANARK,DETROIT,MI,48224,
13508136.257874011993408,337535.666010499000549,7246,21074070.,9252 GRAYTON,DETROIT,MI,48224,
13510546.26410761475563,337851.84251968562603,7247,21075968.,6344 WOODHALL,DETROIT,MI,48224,
13507666.929790019989014,336502.827755898237228,7248,21072923.,9181 KENSINGTON,DETROIT,MI,,
13513295.971784770488739,336437.244094491004944,7249,21078154.,5571 FARMBROOK,DETROIT,MI,48224,
13513494.122047245502472,330386.624671921133995,7250,21075596.,3549 BLUEHILL,DETROIT,MI,48224,
13513822.80085301399231,332151.997375324368477,7251,21076144.002L,4232 NEFF,DETROIT,MI,48224,
13510716.729002624750137,337524.495734915137291,7252,21075962.,6200 WOODHALL,DETROIT,MI,48224,
13508971.313976377248764,331732.734251961112022,7253,21071154.,4836 THREE MILE DR,DETROIT,MI,48224,
13508982.322178483009338,331307.813976377248764,7254,21071291.,4691 THREE MILE DR,DETROIT,MI,48224,
13508970.982611551880836,332000.994422569870949,7255,21071706.,4885 COURVILLE,DETROIT,MI,48224,
13508989.330380573868752,331697.03248031437397,7256,21071153.,4828 THREE MILE DR,DETROIT,MI,48224,1500
13459834.908464565873146,325761.966535434126854,7257,10003722.,2750 STURTEVANT ST,DETROIT,MI,48206,8800
13460393.268700793385506,326121.940944880247116,7258,10007605.,12511 LINWOOD,DETROIT,MI,48238,
13505874.814632549881935,337888.368766397237778,7259,21065835-6,10712 BEACONSFIELD,DETROIT,MI,48224,
13505462.498031497001648,338450.646653547883034,7260,21064816.,11070 LAKEPOINTE,DETROIT,MI,48224,
13510286.316929131746292,329393.622375324368477,7261,21071773.,3929 COURVILLE,DETROIT,MI,48224,
13510540.22244094312191,332811.800524935126305,7262,21073774.,4885 BISHOP,DETROIT,MI,48224,31500
13508472.622047245502472,332312.430446192622185,7263,21071274.,5045 THREE MILE DR,DETROIT,MI,48224,
13508758.993766397237778,332416.029855638742447,7264,21071703.,5035 COURVILLE,DETROIT,MI,48224,
13513883.930446192622185,336265.911417320370674,7265,21078268.,5318 RADNOR,DETROIT,MI,48224,
13459285.943241477012634,327179.15748031437397,7266,10004121.,2708 TYLER,DETROIT,MI,48238,
13510333.857939630746841,329035.60728345811367,7267,21071086.,3690 THREE MILE DR,DETROIT,MI,48224,
13509319.327099740505219,331304.317585304379463,7268,21071724.,4657 COURVILLE,DETROIT,MI,48224,
13509351.683398947119713,330575.868438318371773,7269,21071310.,4361 THREE MILE DR,DETROIT,MI,48224,
13513612.105643048882484,331191.850721791386604,7270,21075610.,3940 GUILFORD,DETROIT,MI,48224,6900
13512228.132217854261398,329885.901574805378914,7271,21073477.,3820 BISHOP,DETROIT,MI,48224,48500
13512099.846456691622734,331902.401246726512909,7272,21075338.,4335 CADIEUX,DETROIT,MI,48224,19600
