OBJECTID,GEOID10,GlobalID,OCC_RES,OCC_BUS,VAC_RES,VAC_BUS,TotalAddresses,TotalOCC,TotalVAC,TotRES,TotBUS,PctVAC,Shape__Area,Shape__Length
1185,261635232002002,81bd797f-2a66-44ac-91a1-24a70c819f41,30,,1,,31,30,1,31,0,0.032258064516129,188569.540283203,1806.42210958522
1186,261635308003010,4e538bfd-9caa-4978-b831-fa0e30181879,22,,15,,37,22,15,37,0,0.405405405405405,267859.095703125,2426.90745877474
1187,261635231001038,3bd5dc57-a385-4432-8d8a-43a6ae58b711,18,,5,,23,18,5,23,0,0.217391304347826,209670.157226563,1913.20169980351
1188,261635233001007,cc4455f5-3850-43fd-8063-28a720ce87ff,18,1,3,5,27,19,8,21,6,0.296296296296296,180433.652832031,1701.6963037605
1189,261635232002010,dec79c5a-6a9d-4159-9338-b761a158e0fd,25,,,,25,25,0,25,0,,181580.393066406,1779.45224736889
1190,261635240001013,ef650ec8-62e1-4bb4-a3dc-feb3aec62351,40,1,,,41,41,0,40,1,,244910.533691406,2170.80942513154
1191,261635238003005,04916f3f-c9d1-4f41-a9d7-ed8b7966abca,42,,10,,52,42,10,52,0,0.192307692307692,233827.518066406,2108.72638695145
1192,261635238002010,9cf8f6c0-f66a-433b-aacd-5ebaf56322b7,28,1,6,,35,29,6,34,1,0.171428571428571,267908.322753906,2151.7735673904
1193,261635238002000,bfa29fa2-078e-4d47-ada8-35286bb5a154,28,4,2,,34,32,2,30,4,0.0588235294117647,313034.984619141,2505.24965891547
1194,261635238004010,feafa11a-9931-4b39-9ada-06660edd6f90,39,,11,,50,39,11,50,0,0.22,220726.387451172,2055.12917477829
1195,261635250003023,e4c4dbc5-668b-4fef-9ef6-e950be2bedc5,7,1,14,3,25,8,17,21,4,0.68,116181.074462891,1368.24787629026
1196,261635249001003,6766546f-c9d5-464e-b796-72fdc7321271,2,3,,,5,5,0,2,3,,95140.8386230469,1246.45596155057
1197,261635249001007,25da6e40-f1a0-4578-b954-4108893ecbf2,4,2,1,2,9,6,3,5,4,0.333333333333333,96451.3032226563,1249.39510984565
1198,261635249001014,180c5d4a-a187-4a96-8b02-4d2fd371937c,,1,,,1,1,0,0,1,,415115.718994141,3078.51185172825
1199,261635110002039,ddce0495-e8f6-439e-834e-f3735bea7126,13,,8,,21,13,8,21,0,0.380952380952381,291742.877441406,2749.04048098587
1200,261635110003030,76febc9e-78f0-4e79-b481-7be51edcbf50,1,,2,1,4,1,3,3,1,0.75,249752.284667969,2248.83238822059
1201,261635047002001,e6081b61-012f-423b-9b95-b301c4fa8745,6,,5,,11,6,5,11,0,0.454545454545455,169779.08203125,1683.30654880103
1202,261635047002004,f06ba35c-0cc4-4e75-9cf6-5fc71e68ba08,20,,12,,32,20,12,32,0,0.375,292272.094238281,2514.77209479328
1203,261635110002019,c456541a-9d95-4693-a091-0be583ec9d40,18,1,2,,21,19,2,20,1,0.0952380952380952,226871.924316406,2271.70208845086
1204,261635007004015,e9384fca-f6c2-46a6-aac4-2521c4061955,25,,8,2,35,25,10,33,2,0.285714285714286,224249.716308594,2070.1989947015
1205,261635322002006,76f0b17c-df22-4717-b113-6ca10a518020,15,,,,15,15,0,15,0,,170103.424316406,2198.81009257351
1206,261635323001015,c1f23264-bfaa-4cd4-9904-1218564ca612,50,,1,,51,50,1,51,0,0.0196078431372549,101560.317138672,2143.40869237221
1207,261635331003001,0ab1350b-89e7-408a-953c-45c10f5f8671,30,,25,,55,30,25,55,0,0.454545454545455,291337.360107422,2401.55062595783
1208,261635165001029,3dd46315-0a90-4451-aab2-1d0b4f3a8ba2,,1,,,1,1,0,0,1,,394977.428222656,2519.87846161959
1209,261635165001006,e1569d9c-cc41-4248-9c9c-c98486238b2e,,1,,,1,1,0,0,1,,485609.224365234,2877.17822495384
1210,261635143001026,c53895fe-8de1-41a6-aa6e-4747f92bd587,39,2,14,3,58,41,17,53,5,0.293103448275862,503760.812255859,3661.5035142443
1211,261635143001020,ebf5d9dd-2057-4b8c-96df-408bfbedc3cc,,2,,,2,2,0,0,2,,896476.522460938,3963.85330642855
1212,261635312003031,20b72a67-7a23-48d5-84c1-4730a0d7050c,25,,6,,31,25,6,31,0,0.193548387096774,243323.909912109,2107.90462920302
1213,261635312003006,6a79d65a-5517-4e1d-92f8-7fc80a6ce0d1,13,,12,,25,13,12,25,0,0.48,182987.159912109,1807.63404074652
1214,261635139002001,4c7c8aae-d982-40ca-8c36-6ede9d3ef8b9,21,1,17,,39,22,17,38,1,0.435897435897436,371507.639648438,2691.29587519965
1215,261635139003008,46c7fe57-e739-4fa0-a25a-b2be59b178c6,24,,6,,30,24,6,30,0,0.2,271974.726318359,2279.32511330285
1216,261635139003014,4f2c4239-c30b-4b3b-9941-19e53c590ec8,7,,8,,15,7,8,15,0,0.533333333333333,364832.908447266,2447.66748217067
1217,261635139001011,b22e0985-b4c3-49a2-93ce-f71a20dd984f,16,,12,,28,16,12,28,0,0.428571428571429,334669.200439453,2631.33046659783
1218,261635136002000,1a9cea33-db84-4a30-9467-38c9e0ddeecd,7,,10,,17,7,10,17,0,0.588235294117647,333873.364257813,2642.06258673421
1219,261635123001004,989d6c39-9d09-44af-841a-96a09bae5bca,12,1,7,,20,13,7,19,1,0.35,202755.885742188,1912.17887829999
1220,261635123001008,d72df3e4-6834-4b31-a938-34cb5865621d,7,,15,,22,7,15,22,0,0.681818181818182,228396.701660156,2069.26598259847
1221,261635123001001,22db1384-2930-4045-b12f-dbe8861262c9,6,2,19,1,28,8,20,25,3,0.714285714285714,206445.7421875,1927.5896131204
1222,261635156001001,99d90c2e-45a2-401c-8a9b-86f17e7bb0a3,8,,17,1,26,8,18,25,1,0.692307692307692,269954.833984375,2385.54634949369
1223,261635262001002,c4cbdd04-8d66-4556-92ee-fe1a060b5f2a,6,,6,,12,6,6,12,0,0.5,118641.975097656,1410.72424137659
1224,261635014004012,7a9c56e0-12e4-4e03-8fea-abeab4a4e58c,,2,,1,3,2,1,0,3,0.333333333333333,34633.09765625,755.164516849435
1225,261635014004010,5033a912-faf1-4f6d-9929-f25b2ec3947b,,2,,,2,2,0,0,2,,53112.9560546875,1000.21775052616
1226,261635156001007,fd27bee2-972d-420c-95f7-e0e9583c5d39,,,2,,2,0,2,2,0,1,134606.909179688,1477.94057509019
1227,261635156001009,7f876615-b674-4343-9e03-ea53f3006bcb,25,,2,,27,25,2,27,0,0.0740740740740741,73569.8972167969,1091.62663103135
1228,261635137001037,9a84df0e-1ebf-4d3d-a32d-0d805fcce929,74,,9,,83,74,9,83,0,0.108433734939759,585719.96484375,4759.27270408381
1229,261635350002005,9b0e8662-4e42-4a66-bf93-2e3e6db79dd5,9,1,33,,43,10,33,42,1,0.767441860465116,267521.175048828,2280.55289927626
1230,261635350002002,404ada4f-1b48-489f-9d1e-01ed8a3cd01c,61,,13,,74,61,13,74,0,0.175675675675676,262822.854492188,2248.67349359196
1231,261635354001010,3e5fcf4b-62ec-4eac-9bc5-7616db0660ab,29,2,,,31,31,0,29,2,,202759.771240234,1963.78498813631
1232,261635453001004,064fc208-8d87-4518-a387-91d3cf9dc9bd,18,5,6,2,31,23,8,24,7,0.258064516129032,301896.219238281,2713.39022617617
1233,261635354002004,cf825405-201a-40a0-9c65-ac681e1e3ba8,47,,6,1,54,47,7,53,1,0.12962962962963,274185.23828125,2377.32286977954
1234,261635350001000,cb42a199-6ba9-4918-8083-a8ce78997432,10,,8,1,19,10,9,18,1,0.473684210526316,212966.927001953,1959.4079437307
1235,261635354002002,27ed2983-5321-4334-a0b4-1b31c22184c4,27,1,9,1,38,28,10,36,2,0.263157894736842,256082.526367188,2338.66158036298
1236,261635355003004,037bcf03-57d4-45af-95a4-4a623e80c1eb,26,,11,,37,26,11,37,0,0.297297297297297,238755.520263672,2277.15608194149
1237,261635455001007,f3fc8310-ec3f-40fe-bd4d-4da1beac0f43,19,9,1,,29,28,1,20,9,0.0344827586206897,284283.876708984,2386.77025144577
1238,261635350002011,99bc12d6-4a51-4db8-a3d7-bc4f8560673c,40,,13,,53,40,13,53,0,0.245283018867925,345736.561279297,2721.44996371675
1239,261635356001004,cf2a32bd-f013-4244-bb79-adc43a8a2abb,66,,1,,67,66,1,67,0,0.0149253731343284,281461.86328125,2430.72638169369
1240,261635372001003,ed1570ac-eac5-4c91-8fe2-a31a0b433181,2,,6,,8,2,6,8,0,0.75,188864.115722656,1875.91236729999
1241,261635372002015,dd88346d-4ba7-49e2-99d3-9c2944a0d328,,,2,,2,0,2,2,0,1,68055.3850097656,1052.46558482918
1242,261635372001007,af167867-9052-42d3-b83b-a80c50f1959d,8,2,3,,13,10,3,11,2,0.230769230769231,196059.25390625,1898.42427737758
1243,261635356004000,edb348fd-4f20-4597-866f-c811b351edb5,22,,9,,31,22,9,31,0,0.290322580645161,233351.524658203,2242.94223450282
1244,261635347003004,1af54fdf-3f12-457e-aa2e-a764004bfed4,36,1,10,,47,37,10,46,1,0.212765957446809,282986.163085938,2417.01115671599
1245,261635347003000,63b75029-76f4-4085-9d4d-a7170d39bc24,34,5,2,,41,39,2,36,5,0.0487804878048781,310394.959228516,2450.84729725126
1246,261635347002006,59b52898-da30-47c5-a811-5455b8a222e2,41,1,3,2,47,42,5,44,3,0.106382978723404,278601.216552734,2386.88125216432
1247,261635347004005,248850e2-0248-4f07-b4ef-4b6df36c2255,46,,3,,49,46,3,49,0,0.0612244897959184,321162.397216797,2687.61841065352
1248,261635345002007,1d01294e-eb5b-4f63-bd59-7e7a2e41f3df,,3,,,3,3,0,0,3,,760023.374267578,6229.51610755725
1249,261635347001003,a5b4a10b-0fb3-4c2d-a75a-6eaf88420618,43,,2,,45,43,2,45,0,0.0444444444444444,240332.593017578,2320.45965624608
1250,261635347002002,1fe40849-7b58-4e17-aae7-aae453ae295f,36,1,1,,38,37,1,37,1,0.0263157894736842,236765.961669922,2293.44922780848
1251,261635346002005,01bf105c-fbf1-46a9-961b-276f32bfe6b6,31,,12,,43,31,12,43,0,0.27906976744186,242010.617919922,2323.7802217797
1252,261635261002021,e44c6c44-b438-4e8d-8d0e-a37cfca15511,,2,,,2,2,0,0,2,,153548.664550781,1686.63750809685
1253,261635261001003,b8a86c8b-05e4-4c29-8ac3-dd064a5a2fcc,30,1,4,,35,31,4,34,1,0.114285714285714,230276.315917969,2124.28724040042
1254,261635261002002,58e0ebb3-fd13-4ed4-946a-edfa4bdc0526,67,,5,,72,67,5,72,0,0.0694444444444444,345684.005615234,3040.9627456108
1255,261635262001003,22c86d67-0f9c-476e-b9f6-270b823fe253,15,,9,,24,15,9,24,0,0.375,216293.376464844,2179.76487585019
1256,261635261002001,0e25d385-6b26-4598-9cc7-ce93817bc67a,61,1,7,,69,62,7,68,1,0.101449275362319,331484.538330078,3021.99914690662
1257,261635262001013,524c9253-206b-4fc2-bae7-ea09af486bbf,18,,1,,19,18,1,19,0,0.0526315789473684,129083.937988281,1439.1293116217
1258,261635245002019,e1458dfc-2ccf-41a6-9646-8926a71b0fff,,1,,2,3,1,2,0,3,0.666666666666667,553752.436279297,3748.1096705389
1259,261635112002006,eeb0efe9-8142-429d-9b74-cf53ba9caa79,8,,9,,17,8,9,17,0,0.529411764705882,161295.903564453,1649.36397434532
1260,261635339003011,f8bdc3cb-9baf-437f-98d3-a5918ec626b7,,12,,,12,12,0,0,12,,256622.897460938,2064.43588406225
1261,261635119001012,2062f31c-345a-49bf-b045-32da00e56831,6,2,8,,16,8,8,14,2,0.5,144607.157714844,1859.26744350992
1262,261635119001015,e16f2469-45a3-467c-bda0-d342669363d1,3,1,6,,10,4,6,9,1,0.6,241712.141845703,2124.77550717679
1263,261635330001017,90ee7e3f-7a62-4720-88bd-e8ea4a968e9a,27,,24,,51,27,24,51,0,0.470588235294118,184958.849609375,1779.70079696163
1264,261635219003020,a2f0dd8f-4cbb-47dd-bd7e-56b8cc8f724b,30,,,,30,30,0,30,0,,154941.181884766,1582.4847678143
1265,261635219003058,fd23edf1-00ba-4eaf-be40-d20a92b96531,34,,,,34,34,0,34,0,,154402.385253906,1577.61797979997
1266,261635334002022,78edb19f-04d8-413e-8b47-c447f3642d70,,1,4,,5,1,4,4,1,0.8,73067.861328125,1229.19040107094
1267,261635272001005,d0701fdd-1705-41db-9eea-e8899add70de,8,,3,,11,8,3,11,0,0.272727272727273,142763.713623047,1721.39402032893
1268,261635272001018,1b320469-5472-4e4c-a694-e0d88b3a7480,11,,5,,16,11,5,16,0,0.3125,163715.405517578,1893.92497137205
1269,261635222002001,991a3640-05c2-4950-9081-e7cc0f30093c,6,,2,,8,6,2,8,0,0.25,58212.080078125,1038.35992904824
1270,261635273002015,d2e74fe8-5e8d-4991-bc29-7181a85eb3e8,,,,2,2,0,2,0,2,1,96468.923828125,1288.31715626104
1271,261635254003006,6f2f3afa-d92d-4109-81ed-1cd67c47f78f,8,1,1,,10,9,1,9,1,0.1,332639.561035156,2373.74629125757
1272,261635254003007,f24534de-fbad-4438-b3d5-a710f9b85115,15,1,1,,17,16,1,16,1,0.0588235294117647,323930.402099609,2325.69165180945
1273,261635333002001,a283d762-87a3-4149-8e1a-8ac0495751b6,25,,15,,40,25,15,40,0,0.375,238912.303710938,2229.90362619676
1274,261635333002004,d0a65564-2a0e-4466-92fe-6d64d3409c7a,26,,14,,40,26,14,40,0,0.35,238144.330322266,2219.25940141085
1275,261635069005014,0767cc8c-8663-4e27-a10e-93e03ebdb2ab,21,2,4,,27,23,4,25,2,0.148148148148148,256814.163574219,2446.15043017422
1276,261635070003004,62fdb02f-4b86-455d-89a0-ca306be512b0,4,2,,3,9,6,3,4,5,0.333333333333333,130158.942871094,1514.2685174877
1277,261635072001003,609a531c-0160-496f-90f0-2eaac669b2b3,23,,5,,28,23,5,28,0,0.178571428571429,230401.212890625,2255.51002839923
1278,261635072001002,ec82dc41-2aaa-462e-b914-c21ad846e054,25,,10,,35,25,10,35,0,0.285714285714286,242129.965820313,2282.30054938046
1279,261635114002000,a2c4e22f-5d6b-4f2c-8cf6-f8cd67d402f0,31,,8,,39,31,8,39,0,0.205128205128205,128965.116699219,2138.49603858004
1280,261635322002001,2dd1b557-b452-4865-8f96-26ed671ebb9c,17,1,3,,21,18,3,20,1,0.142857142857143,300817.892089844,2483.4677587958
1281,261635104002018,8397a9e7-d4e4-4046-b6bf-95c622a62071,,1,6,,7,1,6,6,1,0.857142857142857,213413.351074219,2135.78707649655
1282,261635136002015,bc7ec230-e48a-4211-9585-5ab46d2e0d72,26,1,5,,32,27,5,31,1,0.15625,215877.685058594,2097.81828132457
1283,261635157002001,d004deab-92a3-4f41-b261-69ed652b50f7,37,,,,37,37,0,37,0,,590700.034179688,4377.94553727791
1284,261635123001017,26ed28e2-170e-4f2a-8f52-c872d1fe1884,9,1,3,1,14,10,4,12,2,0.285714285714286,290165.186523438,2476.43262659547
1285,261635123002006,15e68e36-2084-449a-93ca-fa4bf4240fd1,11,,11,,22,11,11,22,0,0.5,194938.638183594,1960.80905733797
1286,261635126004004,19be0af6-26c7-4890-a671-d7fbfdc801c8,11,,21,,32,11,21,32,0,0.65625,293252.696777344,2466.07000551744
1287,261635126004006,0591848b-d25e-4ca6-af6b-b180a9ab0e41,11,,14,,25,11,14,25,0,0.56,319388.521728516,2625.56665734645
1288,261635123002016,348f0173-ee9f-43d1-988b-3f09898d79d7,,,,1,1,0,1,0,1,1,130878.807128906,1484.31755608132
1289,261635352001006,26164676-7c2f-4765-8e38-bfdc147fc654,8,2,8,,18,10,8,16,2,0.444444444444444,258390.662841797,2213.61042997049
1290,261635352002000,ebd87dbd-7d25-4409-9f49-5ca3a4c73c0e,7,2,7,1,17,9,8,14,3,0.470588235294118,284568.176513672,2382.6049218216
1291,261635350003000,7db955a0-8882-4fa2-ac93-84bd2e42f0a6,16,1,12,3,32,17,15,28,4,0.46875,262947.521728516,2251.47647766344
1292,261635344001007,a962300f-6f5a-474c-9c91-35441d19c356,12,,16,,28,12,16,28,0,0.571428571428571,261094.569091797,2250.12288777996
1293,261635223002001,1e90ca8d-15d0-4a92-a15a-b2ab5d71a187,2,1,,20,23,3,20,2,21,0.869565217391304,280172.979492188,2181.0642484057
1294,261635223001004,bf62f4a2-af6f-4526-b0f5-bef1ddf49c0e,2,,2,,4,2,2,4,0,0.5,147055.396728516,1583.32061966337
1295,261635223001005,84159b7f-55cf-409d-b828-a60df927192c,8,1,4,1,14,9,5,12,2,0.357142857142857,167254.050048828,1653.35481140666
1296,261635223001012,4aa1ac5c-df03-4d00-8dbd-e9e4a9952419,5,2,4,,11,7,4,9,2,0.363636363636364,193971.979980469,1776.21801637815
1297,261635223001003,03dddb3d-d517-4244-86df-e4b56cb9500b,2,1,1,1,5,3,2,3,2,0.4,178689.233886719,1715.13041056564
1298,261635223001022,05113469-7498-4a7b-b322-ebdfc9735128,6,,4,,10,6,4,10,0,0.4,146591.806640625,1585.72333026913
1299,261635223001000,9ab85dc0-cb80-45dd-86ca-bb7c81b6f712,10,2,1,,13,12,1,11,2,0.0769230769230769,197684.147216797,1790.93676592743
1300,261635316001018,0d5d6a42-e584-408d-af0e-e86dd60c7586,30,10,12,1,53,40,13,42,11,0.245283018867925,275967.079589844,2308.77690768767
1301,261635080002013,5f87e734-c9ee-4997-9106-e1061a26faaa,4,,1,,5,4,1,5,0,0.2,149848.199707031,1625.25033887838
1302,261635079001001,fbab3050-a66d-4b0b-85a3-aebd964fb9f4,11,9,16,16,52,20,32,27,25,0.615384615384615,619831.728515625,4671.11683758024
1303,261635383002003,773be5ab-ecde-4cae-a4bd-0855b53f3156,82,1,13,,96,83,13,95,1,0.135416666666667,249701.786132813,2406.32450329317
1304,261635079004006,7afeeeb2-74d3-44e8-981d-1baa4eb6c579,8,1,10,,19,9,10,18,1,0.526315789473684,243612.98828125,2126.98217876531
1305,261635383002009,fbca9787-b522-49ac-b8d0-00cf5f421de5,26,3,12,12,53,29,24,38,15,0.452830188679245,257127.703613281,2345.16891847994
1306,261635080001002,55340232-eca3-4b61-9c9b-308bfe1e948a,14,,14,,28,14,14,28,0,0.5,281410.46484375,2594.03961516987
1307,261635080001019,c9704c5c-fecf-40bb-b4e4-8de1f62282b2,7,3,9,3,22,10,12,16,6,0.545454545454545,204551.997070313,2020.65636732997
1308,261635079001000,f9947dc3-8adf-40a9-8728-504ac2ae8d9c,9,9,6,3,27,18,9,15,12,0.333333333333333,395772.782226563,3248.76049547327
1309,261635078002005,7f45ff69-cdc3-4980-8a5c-011d92118751,20,11,7,2,40,31,9,27,13,0.225,1472542.96191406,5948.53416873713
1310,261635081001013,5ef02b1b-31cd-42bb-bb4f-fb352acc2274,7,7,7,1,22,14,8,14,8,0.363636363636364,250195.748046875,2318.7424307817
1311,261635305002009,eb3d4d04-2386-4ceb-933e-efa1855a0c4b,16,1,6,,23,17,6,22,1,0.260869565217391,243125.343994141,2845.9611363174
1312,261635052002006,79168b37-e1b1-4eb0-9f5a-fe0ecc4ffacb,11,,6,,17,11,6,17,0,0.352941176470588,510276.471679688,4035.221670453
1313,261635052004003,1d2d2397-eb9b-4f6a-a270-ffa14cea2714,137,1,7,,145,138,7,144,1,0.0482758620689655,357428.743164063,2834.41223779358
1314,261635361004009,87293463-a771-4dad-b2d3-f342426125f7,29,1,12,,42,30,12,41,1,0.285714285714286,258165.180175781,2360.43621006133
1315,261635302004004,1bae2ea2-9616-4180-8edd-7865893a4a93,26,,13,1,40,26,14,39,1,0.35,347878.895507813,3157.32151389354
1316,261635302001006,d96ff25f-6add-4e1e-868e-aeba26e05bcb,46,,2,,48,46,2,48,0,0.0416666666666667,284252.626953125,2383.24336591249
1317,261635364004008,11f365e5-15c8-402b-a342-e28d5623384b,24,,5,,29,24,5,29,0,0.172413793103448,298726.392578125,2583.96132323656
1318,261635364004009,8a3aef1d-0123-4b49-a1d3-ed2203fddd56,23,,11,,34,23,11,34,0,0.323529411764706,316706.890625,2620.03105597464
1319,261635351002007,e056d831-d19c-4340-a850-a8600c2b94e4,20,,12,,32,20,12,32,0,0.375,327399.674804688,2524.27094345146
1320,261635351002016,6c85fefc-fd51-47b1-bf85-c5cdbbf9d941,23,2,11,,36,25,11,34,2,0.305555555555556,289152.664550781,2453.30206214935
1321,261635354002001,4ee28147-c560-4386-a8f2-4cb06a8e8227,20,1,9,1,31,21,10,29,2,0.32258064516129,256442.137207031,2352.41235285151
1322,261635355003008,f5229135-79f2-4b98-b5fd-575f97a54af6,54,1,4,,59,55,4,58,1,0.0677966101694915,288297.270751953,2472.47187924537
1323,261635262002000,d7eae706-7d8a-49e1-8520-6036a1fe821b,5,4,,,9,9,0,5,4,,125377.855224609,1433.7287972619
1324,261635262001000,da5c328c-aedd-4960-9e2f-d0e3c3eccfc4,,3,,1,4,3,1,0,4,0.25,95523.9931640625,1239.68859371156
1325,261635261002010,53aff2a8-5f20-4772-a391-da77c87a8b9f,15,2,2,,19,17,2,17,2,0.105263157894737,97212.2492675781,1255.72718771967
1326,261635260001006,2c7e10ca-becb-4b7d-ae47-95415435e3b1,40,1,6,,47,41,6,46,1,0.127659574468085,287151.197998047,2679.07926884565
1327,261635250003018,4676a2bc-c29f-42e3-bc6b-5434f1ba50b4,,1,3,2,6,1,5,3,3,0.833333333333333,89018.5576171875,1236.66543476381
1328,261635250003008,7f33b8ec-bc95-4b69-81a9-230aaddc506f,,,1,3,4,0,4,1,3,1,114025.850097656,1476.22164932861
1329,261635233003006,90ebb6cd-f2d8-43b6-9c09-ea0df5f95e96,46,,10,1,57,46,11,56,1,0.192982456140351,361785.065673828,2729.76026765139
1330,261635256002010,e0b97865-903e-4836-bea6-72710e0e19d3,9,,1,,10,9,1,10,0,0.1,89117.3911132813,1199.73034997639
1331,261635322002013,d89d3a51-a3d7-412d-95b4-fc3923b9b0ac,19,,17,,36,19,17,36,0,0.472222222222222,299799.457763672,2466.14556124643
1332,261635247005006,781af663-d921-4b10-8e23-147aa9894c3f,13,2,6,,21,15,6,19,2,0.285714285714286,234623.787109375,2223.65251841152
1333,261635247005002,884d45b5-d714-4e5b-a066-04ca83ad3687,18,3,7,,28,21,7,25,3,0.25,286494.560302734,2513.50771511324
1334,261635247002004,d2a13778-e86e-48af-be25-d2e33705f38e,34,,2,,36,34,2,36,0,0.0555555555555556,271521.873535156,2337.65899218082
1335,261635219003062,99a7066e-d7d7-463f-be27-2fa202d5dbd1,27,,,,27,27,0,27,0,,108775.853271484,1324.24878253305
1336,261635219001004,182e26d7-04e4-4f32-a681-dba376aeb607,12,,2,,14,12,2,14,0,0.142857142857143,163024.389892578,1686.72700315558
1337,261635220001007,d3da67ed-b5c0-4d4d-92f6-df8be7be800d,,,,1,1,0,1,0,1,1,146083.016601563,1641.60163066077
1338,261635219001023,be023597-36f3-4bda-a645-65862009c150,,1,,1,2,1,1,0,2,0.5,76225.7487792969,1365.96841105688
1339,261635339003000,86d48bc3-0c41-4b43-9e48-d7cf81228fa5,60,10,1,,71,70,1,61,10,0.0140845070422535,316704.227783203,2529.14587370899
1340,261635119002013,a9717cc0-5cdd-4d73-8c01-8cdf0cf881c8,10,3,17,,30,13,17,27,3,0.566666666666667,241853.559814453,2125.40645098857
1341,261635119002016,c5c89e5f-9130-466e-aaac-007aa13c602f,18,,15,,33,18,15,33,0,0.454545454545455,232828.525146484,2100.8169478006
1342,261635112001009,2decc34f-b56b-4aae-8068-8c147cb40367,1,,,,1,1,0,1,0,,116253.663818359,1313.97555140924
1343,261635112001020,e3430267-f4d1-439e-a294-a3a97be29307,11,,8,,19,11,8,19,0,0.421052631578947,212726.598632813,1966.80749840201
1344,261635112001036,8ace63cd-3657-4300-bb6b-9cc8bad36294,13,1,4,,18,14,4,17,1,0.222222222222222,146994.21875,1551.93267191542
1345,261635119001025,76fd1511-c6c4-479e-a89b-23555aa0d8bc,8,2,2,,12,10,2,10,2,0.166666666666667,141072.364746094,1519.17954175199
1346,261635119001035,f56706d1-73c1-4cae-95c1-f46a67b52517,151,3,,,154,154,0,151,3,,383384.612792969,2511.66154143576
1347,261635112001060,82c2540a-2433-4d21-8b89-daf49987bb32,,2,,6,8,2,6,0,8,0.75,136840.298828125,1500.97097830264
1348,261635104003007,8d367817-6acc-43f9-ae10-5d147b7ab493,12,,12,1,25,12,13,24,1,0.52,383573.438964844,3432.60494951368
1349,261635105001019,6eed6af8-6293-4eb9-9d19-7d2fa0f3c21e,12,,8,,20,12,8,20,0,0.4,195820.531738281,2009.87886509144
1350,261635049003020,0aeadbb7-037d-4218-95ba-e4a00e9843aa,27,,2,,29,27,2,29,0,0.0689655172413793,200152.462402344,1871.1654013412
1351,261635036003001,7ece9f32-3c67-44b3-9dd3-da832b48f278,12,,9,,21,12,9,21,0,0.428571428571429,219745.905761719,1990.04092136597
1352,261635036002003,f894164b-b861-46b8-9efb-a5b07c779f70,23,,14,,37,23,14,37,0,0.378378378378378,336793.557128906,2729.59459389979
1353,261635036002001,9fff33a4-e8a9-4984-ae7d-6d1231a1ef9c,18,,16,,34,18,16,34,0,0.470588235294118,265683.357421875,2315.34626617076
1354,261635054001003,ac4ccdff-68a6-4095-8d98-50dc2ad297d8,18,,3,,21,18,3,21,0,0.142857142857143,137669.8203125,1515.72539072917
1355,261635054003009,93000a87-06a0-4167-bfb9-ebe718962d69,7,,21,,28,7,21,28,0,0.75,228025.088867188,2235.73069091289
1356,261635048002015,58693e75-e485-47c2-9759-720eedcd7924,,,2,,2,0,2,2,0,1,249117.110351563,2403.33342607431
1357,261635052004009,3df72871-7f21-4eb4-8f45-47680fca7da5,24,,5,,29,24,5,29,0,0.172413793103448,224077.177734375,2031.65565081497
1358,261635055001017,ce4f378d-05f4-44de-8492-adc397760f40,18,,5,,23,18,5,23,0,0.217391304347826,319476.0625,2968.86605276719
1359,261635055002010,501495ec-2d8e-4c90-960c-636fab163225,2,,2,,4,2,2,4,0,0.5,108327.827636719,1349.16078490069
1360,261635047003010,bf5d0a67-2842-4e0c-b437-3e0ea107a0a9,10,,2,,12,10,2,12,0,0.166666666666667,111273.657226563,1370.01511764253
1361,261635050001014,e507b7b3-6b73-484a-bb09-4018ecbe0a6b,20,,13,,33,20,13,33,0,0.393939393939394,225440.943359375,2170.9617866523
1362,261635049001006,24a1fac1-bb15-47b0-a59e-62092aaae51a,25,,3,,28,25,3,28,0,0.107142857142857,209183.991210938,1946.91493989049
1363,261635049002007,09af63e8-6a8f-4c79-9412-e21a9f0e6835,23,,3,,26,23,3,26,0,0.115384615384615,208337.269042969,1950.38323516619
